Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
46760,4676,2022-06-05,Gold,6499486,15.01,240,31146.08,Active
46761,4676,2022-07-28,Home,4070230,6.9,300,14503.59,Closed
46770,4677,2024-12-25,Personal,1851940,9.71,120,16931.36,Active
46771,4677,2020-01-19,Gold,6106752,14.4,60,116435.4,Closed
46772,4677,2021-12-16,Home,5680094,7.18,180,33821.8,Active
46780,4678,2023-09-05,Gold,642116,17.47,180,4190.52,Active
46790,4679,2021-12-27,Home,6087045,6.98,240,27133.0,Active
46800,4680,2023-07-31,Education,4030653,16.37,300,15634.9,Closed
46801,4680,2021-07-23,Education,5718754,8.47,36,172309.24,Closed
46810,4681,2025-01-06,Education,7587582,12.45,12,711019.66,Closed
46811,4681,2022-11-28,Home,3851147,11.03,24,178163.69,Active
46812,4681,2020-10-10,Auto,4597903,12.65,180,28775.21,Active
46820,4682,2023-10-15,Gold,436619,17.5,12,42752.28,Active
46821,4682,2023-05-27,Personal,1018040,8.62,300,3685.98,Closed
46830,4683,2022-10-26,Education,3235588,6.98,300,11538.11,Active
46831,4683,2024-03-09,Gold,7344235,9.0,60,133420.27,Active
46840,4684,2021-06-01,Business,6443330,8.56,36,194302.2,Closed
46841,4684,2022-11-20,Auto,2475479,7.13,120,22099.84,Active
46842,4684,2022-11-13,Gold,3460186,10.89,60,63950.0,Active
46850,4685,2020-04-25,Gold,5570767,15.58,240,26827.89,Active
46860,4686,2023-09-20,Personal,5571736,7.33,120,49834.54,Default
46861,4686,2023-12-10,Auto,3146191,12.95,300,11845.41,Active
46862,4686,2024-09-13,Personal,452378,11.6,24,21035.58,Active
46870,4687,2020-09-22,Business,2669803,16.23,24,129296.33,Active
46880,4688,2024-09-18,Business,7929115,11.36,60,147164.37,Default
46881,4688,2025-02-23,Education,1285652,12.26,36,40090.91,Active
46890,4689,2020-10-13,Gold,7736193,13.79,12,733584.5,Default
46900,4690,2024-10-06,Education,4595264,9.24,240,20916.11,Default
46901,4690,2024-10-17,Auto,1837898,6.9,240,8186.3,Active
46910,4691,2023-08-17,Personal,4473632,10.93,36,137850.0,Active
46920,4692,2024-07-04,Gold,4550110,6.96,24,202783.24,Active
46930,4693,2022-09-21,Home,3817906,17.41,120,37355.03,Closed
46940,4694,2021-06-21,Auto,1264989,13.66,240,5990.78,Default
46941,4694,2020-12-21,Business,1060539,8.79,60,19229.34,Closed
46950,4695,2022-02-08,Home,4488078,10.57,180,27569.27,Active
46951,4695,2021-11-11,Business,844701,11.32,12,78360.1,Closed
46952,4695,2023-01-29,Auto,6647123,14.38,12,633581.61,Closed
46960,4696,2021-03-02,Education,4339973,10.12,24,199132.43,Default
46961,4696,2021-01-29,Home,4918403,14.82,180,31373.95,Active
46970,4697,2022-07-20,Gold,3508204,13.78,60,66527.24,Active
46980,4698,2023-04-12,Home,6200884,16.35,240,30061.37,Closed
46990,4699,2020-02-27,Home,611613,8.08,240,2754.3,Active
47000,4700,2023-09-11,Personal,6824631,10.63,60,125834.82,Closed
47001,4700,2022-02-01,Home,7090657,15.39,24,340912.88,Active
47010,4701,2022-07-31,Auto,5335348,11.01,24,246782.08,Active
47011,4701,2024-11-18,Gold,950111,7.84,24,42691.65,Active
47012,4701,2023-09-11,Personal,1342224,17.58,300,5260.62,Closed
47020,4702,2020-07-08,Education,1111068,6.51,24,49308.27,Active
47021,4702,2025-05-27,Auto,3647038,13.11,12,343763.72,Active
47030,4703,2022-07-30,Business,7118773,8.89,180,43064.62,Active
47040,4704,2025-01-07,Education,7957982,6.77,60,141612.29,Active
47050,4705,2023-07-14,Business,7201909,17.17,180,46880.43,Active
47051,4705,2022-06-14,Home,7403278,17.59,180,48363.97,Active
47052,4705,2021-08-29,Personal,3424294,16.44,180,22151.38,Active
47060,4706,2025-01-09,Business,1049510,10.35,120,9651.12,Active
47070,4707,2024-07-31,Business,348096,14.32,300,1326.48,Active
47071,4707,2023-12-02,Business,1943653,15.04,24,93165.77,Active
47072,4707,2023-12-11,Gold,6877163,9.57,240,31397.11,Active
47080,4708,2024-07-14,Home,669739,17.45,60,13110.14,Default
47081,4708,2020-03-29,Home,6634110,11.13,36,204791.29,Active
47090,4709,2021-01-31,Gold,437399,17.66,180,2859.13,Closed
47091,4709,2021-06-18,Gold,7787589,9.95,180,47569.19,Default
47100,4710,2023-12-21,Personal,4663990,15.59,120,44925.88,Closed
47101,4710,2022-04-27,Home,5842685,15.02,36,186673.79,Default
47110,4711,2024-06-20,Gold,4836396,11.3,60,89715.15,Closed
47111,4711,2021-02-15,Auto,7944732,11.86,24,370290.72,Closed
47120,4712,2021-09-02,Education,4736677,12.22,300,17718.33,Active
47130,4713,2021-12-31,Gold,7363610,16.49,120,71482.24,Active
47131,4713,2022-03-15,Personal,7520951,10.63,180,46224.6,Active
47132,4713,2021-11-03,Home,6286697,10.09,60,115350.41,Active
47140,4714,2021-03-15,Education,7495134,15.45,300,28843.77,Active
47150,4715,2023-05-21,Personal,6898032,17.31,24,337170.06,Active
47151,4715,2023-12-02,Home,2179616,10.93,300,8059.49,Active
47160,4716,2024-08-21,Business,5622168,14.17,36,178300.81,Closed
47161,4716,2021-09-20,Auto,646923,15.81,24,31216.73,Active
47170,4717,2020-01-17,Personal,1526840,14.11,180,9679.32,Active
47180,4718,2024-07-29,Gold,4041156,15.21,180,25865.64,Active
47190,4719,2020-03-30,Personal,994048,11.33,60,18444.56,Active
47191,4719,2020-11-13,Business,292913,12.01,180,1822.73,Closed
47192,4719,2024-12-26,Business,4161239,15.43,60,80055.3,Active
47200,4720,2022-12-20,Education,1332156,17.14,240,6502.03,Closed
47210,4721,2022-04-23,Home,6229785,6.81,180,36966.85,Default
47211,4721,2022-09-25,Business,3828018,7.93,180,22953.22,Active
47212,4721,2020-07-12,Education,2160974,12.87,120,20325.76,Closed
47220,4722,2024-08-21,Gold,5110492,11.84,180,31753.19,Closed
47221,4722,2025-03-24,Gold,6333195,8.87,240,28728.96,Closed
47222,4722,2023-06-05,Home,681419,15.98,24,32929.57,Closed
47230,4723,2020-04-30,Personal,1093223,10.18,24,50188.05,Active
47240,4724,2022-06-02,Education,1199907,7.9,120,10789.16,Active
47250,4725,2023-11-30,Gold,900135,11.27,120,8346.5,Active
47251,4725,2024-12-25,Gold,844602,8.61,24,38221.76,Active
47260,4726,2021-07-19,Home,1600887,9.75,24,73207.23,Active
47261,4726,2022-09-03,Personal,6033345,7.57,240,27041.96,Active
47270,4727,2020-05-06,Education,2737311,13.44,300,10350.69,Active
47271,4727,2021-10-10,Business,1939676,16.74,60,37739.63,Default
47272,4727,2024-11-25,Business,377635,10.66,300,1392.97,Active
47280,4728,2024-03-11,Auto,3417176,8.54,120,30908.36,Active
47281,4728,2025-03-12,Home,721086,16.7,120,7012.56,Active
47282,4728,2022-02-05,Personal,1577128,7.57,60,28275.28,Closed
47290,4729,2020-01-18,Gold,3243557,15.34,300,12470.4,Active
47300,4730,2023-04-19,Business,6519574,12.8,180,40856.0,Active
47301,4730,2023-09-15,Auto,451506,15.68,240,2176.26,Default
47302,4730,2020-06-01,Home,4409602,15.88,12,425820.57,Active
47310,4731,2025-02-23,Auto,7736627,16.07,36,249441.75,Active
47311,4731,2022-08-26,Personal,6489757,8.08,60,116902.16,Active
47320,4732,2021-11-29,Auto,1561709,14.76,36,49783.81,Active
47330,4733,2020-11-22,Personal,187746,10.68,180,1154.43,Default
47331,4733,2022-11-27,Gold,6382424,16.81,120,62127.58,Active
47332,4733,2021-05-18,Business,6238306,13.66,36,196957.18,Active
47340,4734,2025-05-30,Personal,391212,14.08,60,7438.24,Active
47350,4735,2024-12-19,Auto,5809751,6.93,24,258848.61,Active
47351,4735,2021-12-12,Education,2202455,11.32,180,13620.96,Closed
47352,4735,2021-09-04,Home,4342024,11.67,180,26937.43,Active
47360,4736,2020-04-24,Auto,3715175,9.2,180,22538.73,Default
47370,4737,2025-03-26,Home,2538316,10.95,36,78229.49,Closed
47371,4737,2022-09-20,Home,7033799,8.56,120,63632.43,Active
47380,4738,2021-09-06,Business,6050783,10.1,240,27757.97,Closed
47381,4738,2023-07-27,Education,7549215,9.89,120,69131.94,Default
47382,4738,2023-08-28,Auto,7533444,7.53,180,45003.96,Active
47390,4739,2023-02-08,Personal,4192108,12.98,36,131562.32,Closed
47391,4739,2022-07-18,Gold,2322560,13.48,240,10981.84,Active
47400,4740,2023-06-03,Personal,1769485,7.42,120,15839.84,Active
47410,4741,2021-10-02,Business,770692,11.19,300,2856.44,Active
47411,4741,2020-02-06,Business,735511,13.14,120,6934.64,Closed
47412,4741,2021-05-09,Gold,4497093,7.07,300,16050.12,Active
47420,4742,2021-05-24,Gold,4945231,15.3,12,475154.28,Closed
47421,4742,2024-05-12,Home,6666329,17.33,60,130360.06,Active
47430,4743,2023-11-07,Personal,6680609,14.08,36,211701.08,Active
47440,4744,2024-02-23,Business,2062822,13.65,12,195366.43,Active
47450,4745,2024-01-28,Business,3079516,14.41,24,146803.09,Active
47451,4745,2020-12-30,Education,1346915,8.15,24,60695.36,Active
47460,4746,2023-05-11,Gold,6258486,10.85,60,115625.53,Default
47461,4746,2021-03-29,Auto,4329062,14.81,300,16567.32,Closed
47470,4747,2021-12-31,Home,1894868,16.42,36,61277.93,Closed
47480,4748,2021-01-29,Business,1770918,17.44,24,86656.92,Closed
47481,4748,2024-08-05,Home,1835038,15.63,300,7072.85,Closed
47482,4748,2025-03-20,Education,7190774,13.13,36,225970.07,Active
47490,4749,2021-01-08,Gold,3404314,12.69,300,12787.74,Active
47500,4750,2021-10-23,Business,3734388,12.52,36,116720.37,Default
47501,4750,2021-12-30,Education,7565650,16.12,60,146420.55,Closed
47510,4751,2021-05-08,Home,7598015,10.38,300,27955.63,Closed
47511,4751,2020-11-07,Business,7533103,14.57,12,719223.01,Active
47512,4751,2020-01-13,Gold,521956,8.49,180,3145.94,Closed
47520,4752,2022-05-11,Business,1682722,15.17,60,32299.85,Active
47530,4753,2021-06-28,Home,6158037,13.46,120,58224.24,Active
47531,4753,2022-06-27,Education,4558057,7.44,36,136032.68,Active
47540,4754,2021-05-28,Business,1760994,6.97,60,31395.59,Active
47541,4754,2020-08-02,Personal,4917196,7.37,36,146655.37,Default
47550,4755,2020-06-16,Personal,6887049,7.46,36,205578.41,Active
47551,4755,2023-02-09,Personal,5290477,10.44,240,24345.01,Active
47552,4755,2020-02-27,Business,573053,17.01,300,2235.1,Active
47560,4756,2020-04-10,Personal,6483931,8.71,60,117478.02,Active
47561,4756,2024-10-08,Business,1121436,17.19,36,36505.86,Active
47570,4757,2021-06-29,Education,3027466,8.34,24,136664.86,Active
47571,4757,2020-08-16,Personal,1589574,8.42,240,7180.9,Active
47580,4758,2020-07-03,Education,536759,8.52,60,9708.18,Active
47590,4759,2024-01-13,Business,2023462,15.69,180,13005.24,Active
47591,4759,2024-11-08,Education,4417427,10.47,12,406660.97,Active
47592,4759,2024-05-30,Home,3811284,14.49,24,181814.13,Active
47600,4760,2020-08-01,Gold,7391668,14.83,120,70732.1,Active
47601,4760,2024-08-14,Gold,7570706,9.02,180,45853.24,Active
47602,4760,2025-02-05,Auto,6004473,14.57,12,573277.06,Closed
47610,4761,2023-02-05,Home,4715713,9.59,36,143554.16,Active
47611,4761,2023-02-13,Education,3851072,6.57,36,114002.43,Active
47620,4762,2022-10-16,Personal,3804725,9.93,240,17427.23,Active
47621,4762,2020-04-23,Gold,4047254,17.61,120,39666.46,Active
47622,4762,2021-10-26,Gold,1325912,10.99,24,61317.91,Active
47630,4763,2023-02-22,Auto,4650836,9.98,12,426249.12,Active
47640,4764,2024-09-28,Home,7472245,9.91,36,228131.79,Closed
47641,4764,2025-04-17,Gold,1491347,15.09,12,143032.61,Active
47642,4764,2024-10-23,Personal,3202848,6.59,60,56898.59,Active
47650,4765,2024-07-14,Personal,3304643,14.45,300,12607.21,Active
47660,4766,2024-06-20,Personal,7468276,14.4,36,237325.22,Active
47670,4767,2023-10-06,Business,4140527,17.74,300,16250.19,Active
47671,4767,2020-02-18,Personal,6759550,16.91,36,219516.39,Closed
47680,4768,2022-08-26,Personal,159085,15.9,24,7682.48,Closed
47690,4769,2024-11-03,Home,3453211,14.78,300,13211.99,Closed
47691,4769,2023-09-07,Personal,919447,12.74,60,17276.41,Closed
47692,4769,2023-12-05,Gold,7252796,14.36,60,138238.29,Active
47700,4770,2025-06-04,Home,3818191,7.6,300,13694.58,Active
47701,4770,2021-10-26,Personal,532278,10.42,36,16326.15,Closed
47710,4771,2021-12-05,Gold,3191076,7.65,120,28626.61,Active
47711,4771,2020-05-05,Education,7198686,17.8,300,28266.84,Active
47720,4772,2025-03-14,Auto,2959370,11.65,12,275344.72,Closed
47721,4772,2024-05-02,Auto,5628378,9.85,24,257615.55,Active
47722,4772,2024-09-22,Auto,4967041,11.36,300,18437.66,Active
47730,4773,2024-08-01,Home,2189772,13.23,24,103311.62,Closed
47731,4773,2023-04-27,Personal,4483156,12.12,36,139625.4,Active
47732,4773,2023-03-19,Home,567635,16.61,36,18386.64,Active
47740,4774,2025-03-23,Auto,3597333,17.78,120,35307.82,Active
47741,4774,2021-10-04,Home,4171527,8.64,12,377662.24,Active
47742,4774,2022-04-23,Education,4830966,17.1,180,31428.12,Active
47750,4775,2020-10-27,Business,7622593,14.7,36,242864.28,Default
47751,4775,2021-06-25,Personal,5515483,9.6,60,100749.49,Closed
47752,4775,2025-04-08,Personal,2639316,9.89,240,12084.77,Active
47760,4776,2025-01-12,Education,5455993,6.75,12,485356.04,Active
47761,4776,2020-06-28,Education,6139754,16.93,180,39884.52,Closed
47762,4776,2022-10-31,Auto,2655192,12.25,60,49674.22,Closed
47770,4777,2023-05-06,Personal,4051292,15.68,24,195272.27,Active
47780,4778,2021-08-05,Business,664173,6.56,120,5897.86,Active
47790,4779,2023-04-27,Auto,1312560,6.67,120,11667.56,Active
47800,4780,2021-06-18,Gold,3211113,12.99,180,20156.87,Active
47801,4780,2022-08-12,Personal,2523899,12.33,12,236257.98,Closed
47810,4781,2021-02-12,Gold,1113039,10.87,36,34278.51,Closed
47820,4782,2022-04-11,Auto,2550349,17.51,12,249742.93,Closed
47821,4782,2022-09-22,Business,1125479,17.95,300,4425.01,Active
47830,4783,2022-01-24,Gold,1007249,7.82,36,30167.11,Closed
47831,4783,2020-01-03,Home,6177216,8.44,300,22328.58,Closed
47840,4784,2024-06-28,Personal,7060418,12.4,240,33066.29,Closed
47850,4785,2024-07-13,Auto,750943,11.57,180,4654.6,Closed
47851,4785,2023-12-23,Auto,7884544,13.68,12,746929.13,Active
47860,4786,2022-04-12,Home,1988395,9.25,240,9051.34,Active
47870,4787,2021-04-01,Education,6106589,14.09,24,290291.97,Closed
47871,4787,2021-06-09,Education,5012064,12.19,300,18743.45,Closed
47880,4788,2021-08-28,Education,4797373,15.56,24,230993.51,Closed
47881,4788,2021-01-14,Business,5900495,8.86,180,35684.88,Active
47890,4789,2022-04-10,Education,6459309,8.72,12,585213.4,Closed
47900,4790,2025-03-30,Home,7322171,14.81,60,140109.74,Closed
47910,4791,2021-04-06,Business,3552453,17.8,60,69746.49,Active
47920,4792,2020-06-30,Home,710497,16.11,36,22915.5,Closed
47921,4792,2021-08-05,Gold,5065906,13.53,300,19171.08,Active
47922,4792,2020-01-16,Home,1667806,15.64,24,80360.45,Default
47930,4793,2023-09-21,Education,5709369,10.98,240,26401.07,Default
47940,4794,2021-07-14,Gold,4883828,13.08,12,460219.39,Default
47941,4794,2021-03-24,Gold,3583803,13.06,12,337653.97,Active
47950,4795,2021-02-06,Home,2490787,14.32,120,23728.9,Active
47960,4796,2023-01-12,Gold,985671,10.73,180,6063.52,Active
47961,4796,2020-03-29,Education,1498639,7.69,300,5379.61,Active
47962,4796,2022-11-09,Gold,7662427,13.02,180,48111.53,Active
47970,4797,2025-05-15,Business,6049540,14.57,240,28878.99,Closed
47980,4798,2024-05-08,Personal,5804453,11.86,24,270535.88,Active
47981,4798,2024-12-25,Gold,352260,17.21,36,11469.0,Active
47990,4799,2023-12-04,Business,303468,12.34,120,2840.97,Closed
47991,4799,2024-06-29,Auto,2794598,12.89,120,26290.18,Active
47992,4799,2021-12-18,Home,2261384,7.62,120,20280.85,Active
48000,4800,2022-09-06,Gold,1389030,16.43,24,67385.32,Closed
48010,4801,2023-03-21,Auto,4186568,9.47,24,190959.83,Active
48011,4801,2023-01-12,Business,3127355,7.24,300,11179.25,Active
48020,4802,2021-04-03,Business,5315740,6.92,12,473632.43,Active
48021,4802,2021-11-24,Home,3922215,12.4,60,73476.16,Closed
48022,4802,2020-10-02,Gold,4295247,7.71,240,19276.71,Active
48030,4803,2020-10-09,Education,3363482,12.97,24,158321.9,Active
48031,4803,2022-10-20,Personal,6199910,10.57,180,38084.67,Active
48040,4804,2023-10-18,Gold,952171,7.63,24,42700.9,Active
48041,4804,2020-04-01,Personal,7785026,15.01,240,37306.49,Active
48050,4805,2023-08-26,Education,1343325,7.56,24,60203.35,Closed
48060,4806,2021-10-24,Business,105609,11.22,60,1957.64,Active
48070,4807,2020-09-10,Business,3823525,7.46,180,22826.44,Active
48071,4807,2022-01-20,Home,3794795,16.6,12,368727.58,Closed
48072,4807,2022-09-06,Business,7051438,9.61,36,214696.7,Active
48080,4808,2022-02-02,Home,5055159,9.64,240,23093.65,Active
48090,4809,2022-03-28,Home,205546,13.05,36,6454.72,Active
48091,4809,2021-05-15,Education,6448454,14.8,36,205634.03,Active
48100,4810,2020-02-24,Home,337189,15.4,180,2161.76,Closed
48101,4810,2023-01-17,Business,1747463,10.15,12,160402.54,Active
48110,4811,2023-07-28,Home,2197664,14.34,240,10470.04,Active
48111,4811,2025-01-16,Personal,2496102,7.53,180,14911.44,Active
48112,4811,2023-03-29,Personal,4449879,6.72,240,19787.13,Closed
48120,4812,2021-08-01,Home,1661080,14.24,180,10542.32,Active
48121,4812,2022-02-19,Education,7201483,9.59,180,43845.03,Closed
48122,4812,2021-05-24,Home,426313,12.08,180,2654.51,Active
48130,4813,2023-05-31,Education,2279605,14.7,120,21789.22,Active
48140,4814,2021-02-13,Business,6349408,8.65,12,574885.98,Closed
48141,4814,2025-06-05,Business,2203343,8.29,60,39766.67,Closed
48142,4814,2024-04-23,Home,106812,14.15,36,3386.83,Active
48150,4815,2020-08-11,Business,3116925,15.66,180,20027.97,Active
48160,4816,2023-10-05,Business,465137,8.99,60,8449.21,Active
48161,4816,2020-02-09,Gold,6903790,8.71,12,625425.84,Active
48170,4817,2021-07-18,Business,6941767,14.06,12,659814.95,Active
48171,4817,2023-02-07,Business,206040,14.76,60,3940.86,Closed
48172,4817,2024-09-30,Auto,4866544,11.02,24,225118.21,Active
48180,4818,2020-01-23,Auto,6913374,12.29,60,129383.79,Active
48181,4818,2020-07-01,Business,6031046,8.87,24,273583.32,Active
48190,4819,2023-06-02,Business,6409880,11.5,12,595584.68,Active
48200,4820,2021-05-24,Education,5163588,15.51,240,24851.92,Active
48210,4821,2022-02-26,Home,1661298,15.93,120,16049.52,Active
48211,4821,2024-11-22,Education,6122106,11.48,240,28437.18,Active
48212,4821,2024-10-30,Home,6150941,6.72,120,54702.37,Active
48220,4822,2024-09-09,Gold,804524,14.22,12,76577.28,Closed
48221,4822,2025-03-31,Gold,6548951,7.59,180,39144.54,Active
48230,4823,2024-04-13,Home,6627931,14.76,60,126770.23,Active
48240,4824,2023-07-14,Gold,7076982,11.73,12,658926.0,Default
48250,4825,2022-11-27,Home,1102178,11.84,180,6848.2,Default
48251,4825,2020-06-10,Home,6413925,9.99,240,29394.48,Active
48252,4825,2024-10-12,Gold,2515233,17.1,120,24544.48,Active
48260,4826,2022-11-05,Home,4019246,13.31,240,18975.87,Active
48270,4827,2025-02-18,Personal,4033812,11.32,36,124734.43,Closed
48271,4827,2021-09-05,Auto,2969419,17.97,12,291918.63,Active
48280,4828,2025-04-11,Business,5091236,13.82,36,160967.91,Active
48281,4828,2023-05-21,Personal,1093986,9.12,300,3979.19,Closed
48290,4829,2022-03-02,Personal,3832909,14.66,12,366234.45,Default
48300,4830,2020-04-07,Personal,524259,9.56,60,9572.97,Active
48301,4830,2025-04-23,Auto,5623718,8.8,12,509883.77,Active
48310,4831,2022-01-18,Home,1879467,9.67,240,8588.38,Default
48311,4831,2021-07-22,Home,2982190,10.13,240,13684.52,Closed
48320,4832,2020-04-20,Auto,7790356,6.58,24,345956.73,Active
48321,4832,2023-07-01,Gold,7468404,11.54,180,46279.21,Closed
48322,4832,2024-12-13,Gold,2073606,12.59,180,12970.41,Default
48330,4833,2020-03-28,Home,3239145,9.86,180,19769.58,Closed
48331,4833,2024-02-27,Home,2075199,11.42,36,64227.41,Active
48340,4834,2023-04-01,Auto,7829184,8.29,60,141303.72,Closed
48341,4834,2020-06-15,Home,3392141,17.88,300,13328.85,Active
48342,4834,2020-04-10,Business,3035878,10.95,120,28069.22,Active
48350,4835,2023-11-30,Business,5054815,17.24,120,49385.54,Closed
48351,4835,2022-11-26,Home,7908778,16.43,120,76734.92,Active
48352,4835,2021-12-27,Home,4744546,9.24,240,21595.59,Active
48360,4836,2022-06-12,Business,3398908,11.62,180,21077.01,Active
48370,4837,2021-08-16,Education,2107663,12.89,180,13218.56,Active
48371,4837,2020-10-28,Business,4732140,12.26,240,22134.58,Default
48380,4838,2021-08-25,Personal,7825972,10.99,60,144767.44,Active
48381,4838,2022-09-03,Personal,2763912,16.02,120,26722.42,Active
48382,4838,2022-02-15,Personal,7520522,15.53,180,48269.22,Default
48390,4839,2020-05-24,Business,6417336,10.01,24,294154.64,Active
48400,4840,2022-03-29,Home,7659375,15.43,240,36838.4,Active
48401,4840,2025-05-17,Personal,1968157,11.99,240,9183.91,Active
48402,4840,2022-01-21,Gold,4760462,14.59,120,45458.45,Closed
48410,4841,2025-05-21,Home,7652039,7.69,120,68670.67,Closed
48411,4841,2024-11-28,Business,1147204,14.94,24,54941.51,Closed
48420,4842,2020-05-30,Personal,7656674,16.42,24,371412.49,Default
48430,4843,2025-03-01,Gold,2285693,13.34,240,10794.19,Active
48431,4843,2023-04-27,Gold,4280142,8.03,60,77063.96,Closed
